WORD,WORD_LOWER,HAP_MEAN,HAP_STD,ANG_MEAN,ANG_STD,SAD_MEAN,SAD_STD,FEA_MEAN,FEA_STD,DIS_MEAN,DIS_STD,BasicEmoCat conservative,BasicEmoCat liberal
LÖSUNG,lösung,3.19047619,1.327367606,1.047619048,0.21821789,1.095238095,0.300792604,1.19047619,0.511766316,1.095238095,0.43643578,HAP,HAP
LOTSE,lotse,1.428571429,1.028174527,1.19047619,0.872871561,1.19047619,0.872871561,1.285714286,0.956182887,1.19047619,0.872871561,,HAP
LOTTERIE,lotterie,2.15,1.182103388,1.55,0.825577947,1.25,0.716350399,1.15,0.366347549,1.05,0.223606798,,HAP
LOTTO,lotto,2.272727273,1.31590339,2.681818182,1.35879371,1.454545455,1.184313051,1.318181818,0.8937009,1.363636364,1.002162165,,ANG
LOTUS,lotus,2.875,1.512628004,1.208333333,0.832970936,1.333333333,0.963086825,1.208333333,0.832970936,1.333333333,1.00722031,HAP,HAP
LÖWE,löwe,2.909090909,1.411149174,1.318181818,0.646334989,1.272727273,0.767296936,2.454545455,1.471224716,1.227272727,0.428932027,,HAP
LUDER,luder,1.956521739,1.296087149,2.47826087,1.410014997,1.47826087,0.947223945,1.434782609,1.036869719,2.086956522,1.534839153,,ANG
LUFT,luft,3.523809524,1.209092537,1.523809524,1.123345344,1.428571429,0.978336781,1.571428571,1.075705748,1.285714286,0.902377811,HAP,HAP
LUFTLOCH,luftloch,1.1,0.307793506,1.4,0.88257995,1.05,0.223606798,1.95,1.145931017,1.3,0.801314709,,FEA
LUFTRAUM,luftraum,1.7,1.174285897,1,0,1,0,1.45,0.887041208,1.05,0.223606798,,HAP
LÜGE,lüge,1.217391304,0.850482309,3.869565217,1.217461884,3,1.414213562,2.913043478,1.345465228,1.956521739,1.429502802,,ANG
LUMP,lump,1.7,1.218281793,1.8,1.056309365,1.15,0.489360485,1.35,0.670820393,2,1.414213562,,DIS
LUNGE,lunge,1.47826087,0.994053466,1.391304348,0.988071144,1.652173913,1.401580136,1.956521739,1.296087149,1.869565217,1.358620551,,FEA
LUPE,lupe,1.863636364,1.245772071,1,0,1.181818182,0.852802865,1.136363636,0.639602149,1.045454545,0.213200716,,HAP
LUST,lust,3.65,1.308876577,1.7,0.923380517,1.4,0.753937035,1.65,0.988086934,1.75,1.069923755,HAP,HAP
LUTSCHER,lutscher,2.8,1.321880638,1.05,0.223606798,1,0,1,0,1.35,0.587142949,HAP,HAP
LUXUS,luxus,3.5,1.439245834,1.909090909,1.150945405,1.409090909,0.959121171,1.545454545,1.14339814,1.318181818,0.8937009,HAP,HAP
LYRIK,lyrik,3.318181818,1.615000034,1.454545455,1.010764573,1.863636364,0.990211836,1.272727273,0.88273483,1.227272727,0.869143979,,HAP
MACHER,macher,1.5,0.827170192,1.5,0.76088591,1,0,1.15,0.366347549,1.1,0.447213595,,
MACHT,macht,2.47826087,1.591727627,3.130434783,1.289973496,1.782608696,1.346933276,2.695652174,1.362977443,2,1.53741223,,ANG
MÄDCHEN,mädchen,2.904761905,1.04425868,1,0,1,0,1.095238095,0.300792604,1,0,HAP,HAP
MADEIRA,madeira,3.095238095,1.670471847,1.047619048,0.21821789,1,0,1,0,1,0,HAP,HAP
MADONNA,madonna,2.142857143,1.276154939,1.285714286,0.783763813,1.238095238,0.889087279,1.095238095,0.300792604,1.047619048,0.21821789,,HAP
MAFIA,mafia,1.583333333,1.248187091,2.833333333,1.307725096,1.875,1.034723235,3,1.503618823,1.833333333,1.129319405,,FEA
MAGAZIN,magazin,1.857142857,1.152636729,1.047619048,0.21821789,1.047619048,0.21821789,1,0,1.19047619,0.872871561,,HAP
MAGD,magd,1.954545455,1.290155868,1.954545455,1.214094714,1.863636364,1.2069424,1.636363636,1.255291829,1.227272727,0.611930449,,
MAGEN,magen,1.454545455,1.05682691,1.5,1.011834731,1.409090909,0.796366206,1.772727273,1.109775532,2.045454545,1.252702706,,DIS
MAGIE,magie,3.6,1.154700538,1.6,1.08012345,1.44,1.003327796,1.92,1.187434209,1.28,0.890692614,HAP,HAP
MAGIER,magier,2.363636364,1.216765993,1.227272727,0.869143979,1.045454545,0.213200716,1.590909091,0.959121171,1.045454545,0.213200716,,HAP
MAGMA,magma,1.782608696,1.204405615,1.434782609,1.036869719,1.434782609,0.992063367,1.826086957,0.984062725,1.347826087,0.934621734,,FEA
MAGNET,magnet,1.727272727,0.935125058,1.045454545,0.213200716,1,0,1.090909091,0.294244943,1,0,,HAP
MAHL,mahl,2.6,1.095445115,1.4,0.940324692,1.5,0.945905303,1.2,0.523148364,1.2,0.523148364,HAP,HAP
MAHLZEIT,mahlzeit,2.95,1.145931017,1.05,0.223606798,1.05,0.223606798,1.15,0.489360485,1.05,0.223606798,HAP,HAP
MAHNMAL,mahnmal,1.047619048,0.21821789,1.714285714,1.007117528,2.666666667,1.278019301,1.714285714,0.956182887,1.285714286,0.902377811,,SAD
MAHNUNG,mahnung,1.05,0.223606798,3.4,1.095445115,1.3,0.470162346,2.2,1.151657844,1.05,0.223606798,ANG,ANG
MAIBAUM,maibaum,3.285714286,1.27054544,1,0,1.047619048,0.21821789,1,0,1,0,HAP,HAP
MAIS,mais,2.8,1.472555959,1.05,0.223606798,1,0,1.1,0.447213595,1.3,0.656946685,HAP,HAP
MAKEL,makel,1.318181818,0.8937009,2,1.345185418,1.863636364,1.2834275,1.954545455,1.290155868,1.727272727,1.351606388,,ANG
MAKLER,makler,1.285714286,0.783763813,2.333333333,1.278019301,1.142857143,0.654653671,1.095238095,0.300792604,1.238095238,0.768424486,,ANG
MALARIA,malaria,1.05,0.223606798,2.1,0.911909506,2.15,1.089422831,3.25,1.371706582,2.7,1.625455402,,FEA
MALER,maler,2.565217391,1.532261755,1.347826087,0.934621734,1.304347826,0.875670268,1.217391304,0.850482309,1.217391304,0.850482309,,HAP
MALEREI,malerei,3.476190476,1.209092537,1.047619048,0.21821789,1.285714286,0.783763813,1,0,1,0,HAP,HAP
MAMA,mama,4.238095238,0.94365046,1.714285714,0.783763813,1.523809524,0.872871561,1.619047619,1.07126983,1.047619048,0.21821789,HAP,HAP
MANAGER,manager,1.428571429,0.870139562,2,1.048808848,1,0,1.238095238,0.624880941,1.333333333,0.795822426,,ANG
MANEGE,manege,2.363636364,1.09307145,1.136363636,0.351250087,1.136363636,0.351250087,1.181818182,0.394771017,1.090909091,0.294244943,HAP,HAP
MANGEL,mangel,1,0,2.545454545,1.335496081,1.681818182,1.086118631,2.090909091,1.019294383,1.045454545,0.213200716,,ANG
MANGO,mango,3.260869565,1.543826159,1.260869565,0.915393175,1.217391304,0.735868179,1.260869565,0.915393175,1.434782609,0.945135246,HAP,HAP
MANIE,manie,1.391304348,1.157549545,1.782608696,1.04257207,1.565217391,1.036869719,2.260869565,1.388831795,1.47826087,0.947223945,,FEA
MANKO,manko,1.409090909,0.959121171,2,1.345185418,1.681818182,1.170525468,2,1.309307341,1.590909091,1.140555041,,
MANN,mann,2.666666667,1.278019301,1.904761905,0.889087279,1.476190476,0.813575296,1.80952381,0.813575296,1.380952381,0.589592272,,HAP
MANTEL,mantel,2.285714286,1.309307341,1.095238095,0.300792604,1,0,1,0,1.047619048,0.21821789,,HAP
MAPPE,mappe,1.791666667,1.020620726,1.416666667,1.017954755,1.25,0.846989554,1.458333333,1.062366786,1.208333333,0.832970936,,HAP
MARKE,marke,1.75,1.113162358,2.166666667,1.372609912,1.5,1.179535649,1.333333333,0.916831342,1.458333333,1.102533315,,ANG
MARKT,markt,2.739130435,1.543826159,1.608695652,1.117591991,1.304347826,1.019571327,1.260869565,0.864312197,1.391304348,0.891328449,,HAP
MAROTTE,marotte,1.333333333,0.730296743,1.904761905,0.889087279,1.285714286,0.560611911,1.333333333,0.730296743,1.238095238,0.624880941,,ANG
MARTER,marter,1.19047619,0.872871561,2.285714286,1.309307341,1.904761905,1.091089451,2.285714286,1.309307341,2,1.516575089,,
MARXIST,marxist,1.428571429,0.978336781,1.571428571,0.9258201,1.095238095,0.300792604,1.19047619,0.402373908,1.238095238,0.889087279,,ANG
MASCHE,masche,1.095238095,0.300792604,1.571428571,0.9258201,1,0,1.095238095,0.43643578,1.095238095,0.43643578,,ANG
MASKE,maske,2.043478261,1.460954261,1.869565217,1.179535649,1.608695652,0.940943938,2.086956522,1.378834932,1.565217391,1.079818459,,FEA
MASSAGE,massage,3.8,1.23969436,1,0,1,0,1,0,1.2,0.894427191,HAP,HAP
MASSAKER,massaker,1.19047619,0.872871561,3.476190476,1.327367606,3.142857143,1.424279266,3.523809524,1.435933411,2.285714286,1.553797192,,FEA
MASSE,masse,2,1.48002574,2.181818182,1.258735709,1.636363636,1.255291829,1.954545455,1.326552019,1.681818182,1.129111055,,ANG
MAßNAHME,maßnahme,1.15,0.489360485,1.85,1.182103388,1.1,0.307793506,1.55,0.825577947,1.2,0.695852374,,ANG
MATRATZE,matratze,2.25,1.118033989,1.05,0.223606798,1.05,0.223606798,1,0,1.5,0.827170192,,HAP
MATTE,matte,1.782608696,1.312752893,1.260869565,0.864312197,1.260869565,0.864312197,1.347826087,0.934621734,1.47826087,1.081647112,,HAP
MAUER,mauer,1.875,1.541103501,2.666666667,1.403928236,2.041666667,1.458980188,2,1.414213562,1.375,1.013495887,,ANG
MAUL,maul,1.173913043,0.387553388,2.086956522,1.202763616,1.130434783,0.344350222,1.782608696,1.166054799,2.434782609,1.375965346,,DIS
MAULKORB,maulkorb,1.1,0.307793506,2.2,1.151657844,1.35,0.587142949,1.55,0.825577947,1.3,0.656946685,,ANG
MAUS,maus,2.761904762,1.300183137,1.476190476,1.030487633,1.19047619,0.402373908,1.476190476,0.679635757,1.857142857,1.152636729,,HAP
MAXIMUM,maximum,2.333333333,1.154700538,1.285714286,0.46291005,1,0,1.19047619,0.601585208,1.095238095,0.43643578,,HAP
MECHANIK,mechanik,1.476190476,0.679635757,1.380952381,0.669043382,1.047619048,0.21821789,1.142857143,0.478091444,1.047619048,0.21821789,,HAP
MEDAILLE,medaille,2.95,1.234376041,1.1,0.307793506,1.1,0.307793506,1,0,1.1,0.447213595,HAP,HAP
MEDIZIN,medizin,2.238095238,1.300183137,1.619047619,1.160869953,1.333333333,0.856348839,1.80952381,0.872871561,1.476190476,0.980767435,,HAP
MEER,meer,4.4,0.994722918,1.1,0.447213595,1.6,0.753937035,2.4,1.187655807,1.3,0.801314709,HAP,HAP
MEHRHEIT,mehrheit,2.428571429,1.325572653,1.428571429,0.746420027,1.095238095,0.43643578,1.238095238,0.538958431,1.047619048,0.21821789,,HAP
MEINEID,meineid,1.333333333,1.064581295,2.047619048,1.499206139,1.095238095,0.300792604,1.571428571,0.810643483,1.047619048,0.21821789,,ANG
MEINUNG,meinung,1.904761905,0.995226703,1.571428571,0.9258201,1.095238095,0.300792604,1.238095238,0.624880941,1.047619048,0.21821789,,HAP
MEISE,meise,2.56,1.445683229,1.56,1.083205121,1.28,0.73711148,1.28,0.73711148,1.28,0.890692614,,HAP
MEISTER,meister,2.619047619,1.359271514,1.142857143,0.358568583,1.047619048,0.21821789,1.142857143,0.358568583,1.19047619,0.872871561,HAP,HAP
MELODIE,melodie,3.380952381,1.359271514,1,0,1.571428571,1.121223821,1.047619048,0.21821789,1,0,HAP,HAP
MELODRAM,melodram,1.25,0.444261658,1.6,0.820782682,2.3,1.559352092,1.6,0.940324692,1.1,0.307793506,,SAD
MELONE,melone,3.363636364,1.465328,1,0,1,0,1,0,1.045454545,0.213200716,HAP,HAP
MENGE,menge,1.956521739,1.223937791,1.565217391,0.895751942,1.304347826,0.875670268,1.434782609,0.992063367,1.391304348,1.076151833,,HAP
MENSA,mensa,2.391304348,1.233587909,2.043478261,1.186218624,1.173913043,0.834057656,1.434782609,1.160959124,1.913043478,1.083472678,,HAP
MENSCH,mensch,2.619047619,1.116968687,1.619047619,0.804747816,1.333333333,0.577350269,1.571428571,0.870139562,1.19047619,0.511766316,,HAP
MENTOR,mentor,2.142857143,1.236354087,1.142857143,0.478091444,1.095238095,0.300792604,1.047619048,0.21821789,1,0,,HAP
MEPHISTO,mephisto,1.571428571,0.978336781,1.80952381,1.167006753,1.428571429,0.870139562,2.047619048,1.359271514,1.428571429,0.810643483,,FEA
MERKMAL,merkmal,1.380952381,0.973457265,1,0,1,0,1.095238095,0.300792604,1,0,,HAP
MESSER,messer,1.095238095,0.300792604,1.571428571,0.870139562,1.142857143,0.358568583,2.285714286,1.23056317,1.142857143,0.478091444,,FEA
METALL,metall,1.545454545,1.14339814,1.227272727,0.751621624,1.090909091,0.426401433,1.136363636,0.467562529,1.090909091,0.294244943,,HAP
METER,meter,1.583333333,1.138903617,1.25,0.846989554,1.208333333,0.832970936,1.25,0.846989554,1.166666667,0.816496581,,HAP
METZGER,metzger,1.05,0.223606798,1.75,0.966545667,1.25,0.550119604,1.65,1.182103388,2.75,1.650358813,,DIS
MEUTE,meute,1.625,1.209113941,2.041666667,1.301476308,1.458333333,1.062366786,2.625,1.345281609,1.75,1.113162358,,FEA
MEUTEREI,meuterei,1.095238095,0.43643578,3.095238095,1.261140829,1.571428571,0.978336781,2.523809524,1.249761882,1.714285714,1.189237451,,ANG
MIENE,miene,1.826086957,1.336623083,1.782608696,1.166054799,1.739130435,1.176179922,1.956521739,1.223937791,1.565217391,1.160959124,,FEA
MIETE,miete,1.304347826,0.926124997,2.869565217,1.358620551,1.608695652,1.305203935,1.782608696,1.346933276,1.260869565,0.864312197,,ANG
MIETER,mieter,1.285714286,0.717137166,1.904761905,0.995226703,1.047619048,0.21821789,1.095238095,0.300792604,1.047619048,0.21821789,,ANG
MIETZINS,mietzins,1.047619048,0.21821789,2.714285714,1.488047618,1.095238095,0.300792604,1.476190476,0.92838826,1.19047619,0.511766316,,ANG
MIKADO,mikado,2.545454545,1.438493681,1,0,1,0,1.090909091,0.294244943,1,0,HAP,HAP
MIKROFON,mikrofon,1.904761905,1.261140829,1.095238095,0.43643578,1.095238095,0.43643578,1.571428571,0.810643483,1.047619048,0.21821789,,HAP
MILCH,milch,2.909090909,1.411149174,1.272727273,0.88273483,1.363636364,1.048602451,1.272727273,0.88273483,1.636363636,1.135800726,,HAP
MILCHBAR,milchbar,2.523809524,1.364516311,1.047619048,0.21821789,1.238095238,0.889087279,1.047619048,0.21821789,1.142857143,0.478091444,,HAP
MILIEU,milieu,1.090909091,0.294244943,1.727272727,1.120451362,1.318181818,0.646334989,1.545454545,0.857864054,1.681818182,0.8937009,,ANG
MILIZ,miliz,1.476190476,1.077916862,2.142857143,1.31475147,1.714285714,1.27054544,2.380952381,1.532194194,1.952380952,1.499206139,,FEA
MILLION,million,2.857142857,1.492840055,1.380952381,0.669043382,1.047619048,0.21821789,1.095238095,0.300792604,1,0,,HAP
MIMIK,mimik,2.5,1.371478174,1.636363636,0.84771146,1.818181818,1.296014537,1.636363636,1.176979773,1.409090909,0.796366206,,HAP
MIMOSE,mimose,1.636363636,1.176979773,2.227272727,1.445248971,1.318181818,0.779887882,1.227272727,0.685344417,1.181818182,0.501081082,,ANG
MINE,mine,1.136363636,0.351250087,2.409090909,1.469016221,2.272727273,1.579084068,2.727272727,1.638286509,1.590909091,1.007547277,,FEA
MINIGOLF,minigolf,2.636363636,1.292669978,1.090909091,0.426401433,1.045454545,0.213200716,1.090909091,0.426401433,1,0,HAP,HAP
MINIMUM,minimum,1.238095238,0.538958431,1.333333333,0.730296743,1,0,1.19047619,0.402373908,1.142857143,0.654653671,,ANG
MINIROCK,minirock,2.428571429,1.39897922,1.19047619,0.402373908,1.142857143,0.478091444,1.19047619,0.679635757,1.142857143,0.358568583,,HAP
MINISTER,minister,1.142857143,0.478091444,1.80952381,1.435933411,1.142857143,0.358568583,1.095238095,0.300792604,1.333333333,0.730296743,,ANG
MINUS,minus,1.52173913,1.23838477,2.173913043,1.302172098,1.52173913,0.994053466,1.739130435,1.251086484,1.347826087,0.98205238,,ANG
MINUTE,minute,1.285714286,0.717137166,1.238095238,0.624880941,1.095238095,0.300792604,1.19047619,0.402373908,1,0,,HAP
MIRAKEL,mirakel,2.714285714,1.346954236,1.047619048,0.21821789,1.095238095,0.300792604,1.333333333,0.730296743,1.19047619,0.872871561,HAP,HAP
MISCHEHE,mischehe,1.476190476,0.679635757,1.238095238,0.538958431,1.238095238,0.700340053,1.333333333,0.856348839,1.285714286,0.643650304,,HAP
MISSETAT,missetat,1.238095238,0.889087279,2.571428571,1.028174527,1.714285714,1.007117528,2.19047619,1.249761882,1.238095238,0.43643578,,ANG
MISSION,mission,2,1.140175425,1.428571429,0.9258201,1.095238095,0.300792604,1.333333333,0.483045892,1.333333333,0.966091783,,HAP
MIST,mist,1.181818182,0.501081082,1.909090909,1.411149174,1.227272727,0.685344417,1.318181818,0.567900363,2.954545455,1.64685191,,DIS
MITGIFT,mitgift,1.9,1.119210248,1.3,0.656946685,1.1,0.307793506,1.15,0.366347549,1.35,0.933302004,,HAP
MITGLIED,mitglied,2.19047619,1.167006753,1.238095238,0.538958431,1.142857143,0.478091444,1.238095238,0.624880941,1.047619048,0.21821789,,HAP
MITLEID,mitleid,1.523809524,1.077916862,1.476190476,0.872871561,2.523809524,1.167006753,1.523809524,0.679635757,1.047619048,0.21821789,,SAD
MITTAG,mittag,2.523809524,1.327367606,1.047619048,0.21821789,1,0,1.047619048,0.21821789,1,0,HAP,HAP
MITTE,mitte,1.80952381,1.364516311,1.238095238,0.889087279,1.238095238,0.889087279,1.285714286,0.902377811,1.285714286,0.956182887,,HAP
MITTEL,mittel,1.238095238,0.538958431,1.19047619,0.511766316,1.047619048,0.21821789,1.19047619,0.511766316,1,0,,HAP
MODE,mode,2.333333333,1.238278375,2.095238095,1.338086765,1.571428571,1.028174527,1.571428571,1.207121724,1.857142857,1.424279266,,HAP
MODER,moder,1.173913043,0.834057656,1.652173913,1.228772323,1.695652174,1.22232203,2,1.445997611,3.173913043,1.435022138,,DIS
MOHN,mohn,3,1.511857892,1.272727273,0.702500173,1.318181818,0.646334989,1.318181818,0.716231117,1.363636364,0.789542034,HAP,HAP
MOHR,mohr,1.5,1.051314966,2.05,1.503504678,1.65,1.039989878,1.65,1.225818738,1.75,1.371706582,,ANG
MÖHRE,möhre,2.541666667,1.503016291,1.375,1.134920032,1.208333333,0.832970936,1.208333333,0.832970936,1.541666667,1.350657382,,HAP
MOKKA,mokka,2.75,1.510830466,1.166666667,0.637022057,1.208333333,0.721060009,1.166666667,0.816496581,1.458333333,0.931532943,,HAP
MOLCH,molch,1.625,1.209113941,1.458333333,1.062366786,1.291666667,0.907896119,1.708333333,1.267629306,2.833333333,1.551063216,,DIS
MOLL,moll,1.85,1.182103388,1.2,0.523148364,2.2,1.196486083,1.35,0.670820393,1.25,0.910465468,,SAD
MONARCH,monarch,1.333333333,0.912870929,2.333333333,1.197219,1.238095238,0.538958431,1.380952381,0.804747816,1.142857143,0.478091444,,ANG
MONAT,monat,2,1.251086484,1.416666667,1.176459932,1.416666667,1.059805834,1.291666667,0.907896119,1.333333333,1.00722031,,HAP
MOND,mond,3.636363636,1.255291829,1.409090909,1.05375026,1.772727273,1.109775532,1.5,0.801783726,1,0,HAP,HAP
MONOLOG,monolog,1.55,1.050062655,1.7,0.97872097,1.15,0.489360485,1,0,1,0,,ANG
MONOPOL,monopol,1.571428571,1.028174527,2.142857143,1.31475147,1.047619048,0.21821789,1.285714286,0.560611911,1.142857143,0.478091444,,ANG
MONSTRUM,monstrum,1.25,0.716350399,1.8,1.105012503,1.4,0.88257995,3.15,1.308876577,2.25,1.446411167,,FEA
MOOR,moor,1.80952381,1.364516311,1.285714286,0.783763813,1.904761905,1.261140829,3.095238095,1.261140829,2.619047619,1.499206139,,FEA
MOORBAD,moorbad,2.19047619,1.435933411,1.047619048,0.21821789,1,0,1.333333333,0.795822426,2.285714286,1.383577144,,DIS
MOOS,moos,2.45,1.316894273,1.35,0.812727701,1.3,0.923380517,1.4,0.820782682,1.6,1.046296728,,HAP
MOPED,moped,2.318181818,1.35879371,2.045454545,1.361975901,1.318181818,0.945483683,1.454545455,1.05682691,1.227272727,0.869143979,,HAP
MORAL,moral,2.173913043,1.302172098,2.391304348,1.305203935,1.782608696,1.166054799,1.739130435,1.251086484,1.260869565,0.864312197,,ANG
MORALIST,moralist,1.619047619,1.07126983,2.095238095,0.995226703,1.142857143,0.478091444,1.238095238,0.624880941,1.333333333,0.730296743,,ANG
MORAST,morast,1.095238095,0.300792604,1.428571429,0.870139562,1.285714286,0.560611911,1.571428571,0.870139562,2.476190476,1.327367606,,DIS
MORD,mord,1.285714286,0.783763813,3.523809524,1.364516311,3.380952381,1.532194194,3.428571429,1.599106894,2.761904762,1.220850601,,ANG
MORDFALL,mordfall,1.2,0.894427191,3.05,1.145931017,2.9,1.333771858,3.15,1.565247584,2.25,1.551739262,,FEA
MORDTAT,mordtat,1.19047619,0.872871561,3,1.303840481,2.571428571,1.207121724,3.047619048,1.244033379,2.19047619,1.435933411,,FEA
MORPHEM,morphem,1.142857143,0.478091444,1.142857143,0.358568583,1.142857143,0.358568583,1.19047619,0.511766316,1.380952381,1.07126983,,DIS
MÖRSER,mörser,1.380952381,1.023532631,1.238095238,0.700340053,1,0,1.095238095,0.43643578,1.333333333,0.966091783,,HAP
MOSKITO,moskito,1.45,1.050062655,2.65,1.496487115,1.05,0.223606798,1.85,0.87509398,3.1,1.252366182,,DIS
MOTIV,motiv,2,1.314257481,1.52173913,1.122884484,1.434782609,0.992063367,1.47826087,1.081647112,1.347826087,1.027295463,,HAP
MOTOR,motor,2.045454545,1.396501504,1.681818182,1.170525468,1.454545455,1.100963765,1.363636364,0.953462589,1.5,1.224744871,,HAP
MOTORRAD,motorrad,1.952380952,1.321975434,1.571428571,0.810643483,1.238095238,0.624880941,2.142857143,1.352246808,1.095238095,0.300792604,,FEA
MOTTE,motte,1.28,0.979795897,2,1.118033989,1.44,1.083205121,2.04,1.27410099,3.36,1.524248449,,DIS
MOTTO,motto,2.227272727,1.192509087,1.5,1.011834731,1.272727273,0.935125058,1.363636364,0.953462589,1.5,1.10194633,,HAP
MÖWE,möwe,2.95,1.276302225,1.7,0.923380517,1.5,0.945905303,1.6,1.095445115,1.95,1.316894273,,HAP
MÜHE,mühe,1.85,1.225818738,2.45,1.276302225,1.6,1.046296728,2.1,0.967906042,1.15,0.366347549,,ANG
MUMIE,mumie,1.782608696,1.312752893,1.347826087,0.934621734,1.47826087,0.947223945,2.391304348,1.339576949,2.695652174,1.490417349,,DIS
MUNDRAUB,mundraub,1.095238095,0.300792604,2.761904762,0.995226703,1.333333333,0.577350269,1.714285714,1.055597326,1.142857143,0.358568583,ANG,ANG
MUNITION,munition,1.047619048,0.21821789,2.476190476,1.249761882,1.571428571,0.9258201,2.619047619,1.532194194,1.380952381,0.864649668,,FEA
MURMEL,murmel,2.454545455,1.335496081,1.090909091,0.426401433,1.136363636,0.351250087,1,0,1.227272727,0.869143979,,HAP
MUSCHEL,muschel,2.952380952,1.395571226,1,0,1.19047619,0.872871561,1,0,1.142857143,0.478091444,HAP,HAP
MUSICAL,musical,3,1.378404875,1.095238095,0.300792604,1.142857143,0.478091444,1,0,1.333333333,1.064581295,HAP,HAP
MUSIK,musik,4.043478261,1.147260011,1.434782609,1.036869719,1.739130435,1.214210979,1.304347826,0.875670268,1.173913043,0.834057656,HAP,HAP
MUSIKBOX,musikbox,2.904761905,1.179184545,1.047619048,0.21821789,1.238095238,0.889087279,1.047619048,0.21821789,1,0,HAP,HAP
MUSIKER,musiker,3.285714286,1.346954236,1.095238095,0.43643578,1.19047619,0.511766316,1,0,1.095238095,0.300792604,HAP,HAP
MUSKEL,muskel,1.818181818,0.852802865,1.045454545,0.213200716,1,0,1.181818182,0.501081082,1.272727273,0.550481883,,HAP
MUTATION,mutation,1.4,0.753937035,1.4,0.820782682,1.65,1.089422831,2.15,1.225818738,2.5,1.504379571,,DIS
MUTTER,mutter,3.666666667,1.316561177,1.333333333,0.483045892,1.238095238,0.538958431,1.142857143,0.478091444,1,0,HAP,HAP
MUTTI,mutti,3.782608696,1.277658431,1.652173913,0.884651737,1.608695652,1.117591991,1.913043478,1.276110692,1.391304348,1.157549545,HAP,HAP
MYSTIK,mystik,2.136363636,1.245772071,1.136363636,0.467562529,1.136363636,0.351250087,1.818181818,1.052722712,1.272727273,0.702500173,,HAP
MYTHOS,mythos,2.090909091,1.305996825,1.318181818,0.567900363,1.363636364,0.581087203,1.409090909,0.666125321,1.090909091,0.294244943,,HAP
NABEL,nabel,1.681818182,0.994574024,1.227272727,0.869143979,1.227272727,0.869143979,1.363636364,1.048602451,1.954545455,1.430193884,,DIS
NACHBAR,nachbar,2.047619048,1.4309504,1.428571429,0.746420027,1.047619048,0.21821789,1.047619048,0.21821789,1.047619048,0.21821789,,HAP
NACHREDE,nachrede,1.095238095,0.43643578,2.571428571,1.287300609,1.571428571,0.978336781,1.80952381,1.030487633,1.238095238,0.624880941,,ANG
NACHRUF,nachruf,1.25,0.910465468,1.2,0.615587011,2.65,1.496487115,1.5,0.688247202,1.1,0.307793506,,SAD
NACHT,nacht,3.454545455,1.335496081,1.363636364,1.048602451,1.681818182,1.249242195,1.954545455,1.290155868,1.227272727,0.869143979,HAP,HAP
NACHTEIL,nachteil,1.047619048,0.21821789,3.142857143,1.352246808,1.571428571,1.028174527,1.904761905,1.135991281,1,0,,ANG
NADEL,nadel,2,1.507556723,1.695652174,1.294561442,1.695652174,1.459600898,2.391304348,1.405803893,1.782608696,1.346933276,,FEA
NAGEL,nagel,1.272727273,0.702500173,1.590909091,1.140555041,1.318181818,0.779887882,1.363636364,0.789542034,1.590909091,1.098010795,,
NÄHE,nähe,4,0.948683298,1.428571429,0.676123404,1.80952381,1.077916862,2.142857143,1.152636729,1.523809524,0.679635757,HAP,HAP
NAHRUNG,nahrung,2.666666667,1.110555417,1.19047619,0.402373908,1.095238095,0.300792604,1.19047619,0.511766316,1.19047619,0.511766316,HAP,HAP
NAME,name,2.142857143,1.152636729,1.285714286,0.717137166,1.19047619,0.511766316,1.285714286,0.560611911,1.238095238,0.768424486,,HAP
NARBE,narbe,1.391304348,0.940943938,2.043478261,1.26052878,2.260869565,1.321754733,2.260869565,1.51409713,2.47826087,1.441891599,,DIS
NARKOSE,narkose,1,0,1.19047619,0.511766316,1.142857143,0.358568583,2.761904762,1.410842369,1.523809524,1.077916862,,FEA
NARR,narr,2.090909091,1.540225429,2.363636364,1.364357674,1.5,1.011834731,1.5,1.10194633,1.454545455,1.010764573,,ANG
NASE,nase,1.904761905,1.300183137,1.523809524,0.92838826,1.238095238,0.889087279,1.19047619,0.872871561,1.857142857,1.014185106,,HAP
NATTER,natter,1.285714286,0.956182887,1.238095238,0.43643578,1.142857143,0.358568583,2.238095238,1.374945886,2.047619048,1.160869953,,FEA
NATUR,natur,4.090909091,1.150945405,1.590909091,1.098010795,1.818181818,1.220318602,1.681818182,1.086118631,1.272727273,0.702500173,HAP,HAP
NAZI,nazi,1.173913043,0.834057656,4.304347826,0.926124997,3.173913043,1.585507487,3.173913043,1.641844138,3.47826087,1.274561073,,ANG
NAZIZEIT,nazizeit,1,0,4.3,1.080935268,3.55,1.394538218,3.2,1.50787407,2.9,1.803505359,,ANG
NEBEL,nebel,2.208333333,1.382473104,1.666666667,1.00722031,1.625,1.013495887,2.208333333,1.284664283,1.25,0.846989554,,
NEFFE,neffe,2.304347826,1.490417349,1.347826087,0.934621734,1.217391304,0.850482309,1.217391304,0.850482309,1.260869565,0.915393175,,HAP
NEGATION,negation,1.047619048,0.21821789,1.80952381,0.980767435,1.238095238,0.538958431,1.095238095,0.300792604,1.047619048,0.21821789,,ANG
NEGER,neger,1.5,1.224744871,2.454545455,1.503243247,1.727272727,1.162174406,1.681818182,1.492405014,1.727272727,1.453462801,,ANG
